,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Top5Budget
4405,2006-07,21/10/06,Villarreal,Levante,1,1,D,0,0,D,False
4406,2006-07,21/10/06,Zaragoza,Betis,2,1,H,2,0,H,False
4407,2006-07,22/10/06,Ath Bilbao,Celta,0,1,A,0,1,A,False
4408,2006-07,22/10/06,Espanol,Santander,2,2,D,1,1,D,False
4409,2006-07,22/10/06,Mallorca,Sociedad,0,0,D,0,0,D,False
4410,2006-07,22/10/06,Real Madrid,Barcelona,2,0,H,1,0,H,True
4411,2006-07,22/10/06,Recreativo,Getafe,1,2,A,0,1,A,False
4412,2006-07,22/10/06,Sevilla,Gimnastic,2,1,H,2,0,H,True
4413,2006-07,22/10/06,Valencia,Osasuna,1,0,H,1,0,H,True
4414,2006-07,28/10/06,Barcelona,Recreativo,3,0,H,1,0,H,True
4415,2006-07,28/10/06,Gimnastic,Real Madrid,1,3,A,1,1,D,False
4416,2006-07,28/10/06,Santander,Valencia,1,0,H,0,0,D,False
4417,2006-07,29/10/06,Ath Madrid,Zaragoza,0,1,A,0,0,D,True
4418,2006-07,29/10/06,Betis,Mallorca,0,1,A,0,0,D,False
4419,2006-07,29/10/06,Celta,Sevilla,1,2,A,1,1,D,False
4420,2006-07,29/10/06,Getafe,La Coruna,2,0,H,1,0,H,False
4421,2006-07,29/10/06,Levante,Espanol,0,0,D,0,0,D,False
4422,2006-07,29/10/06,Osasuna,Ath Bilbao,1,1,D,0,1,A,False
4423,2006-07,29/10/06,Sociedad,Villarreal,0,1,A,0,0,D,False
4424,2006-07,4/11/2006,La Coruna,Barcelona,1,1,D,0,1,A,False
4425,2006-07,4/11/2006,Levante,Sociedad,2,0,H,1,0,H,False
4426,2006-07,4/11/2006,Mallorca,Ath Madrid,0,0,D,0,0,D,False
4427,2006-07,5/11/2006,Ath Bilbao,Santander,0,0,D,0,0,D,False
4428,2006-07,5/11/2006,Espanol,Valencia,1,1,D,1,1,D,False
4429,2006-07,5/11/2006,Real Madrid,Celta,1,2,A,1,1,D,True
4430,2006-07,5/11/2006,Recreativo,Gimnastic,2,1,H,1,1,D,False
4431,2006-07,5/11/2006,Sevilla,Osasuna,2,0,H,0,0,D,True
4432,2006-07,5/11/2006,Villarreal,Betis,3,2,H,1,1,D,False
4433,2006-07,5/11/2006,Zaragoza,Getafe,3,1,H,1,0,H,False
4434,2006-07,11/11/2006,Ath Madrid,Villarreal,3,1,H,2,1,H,True
4435,2006-07,11/11/2006,Valencia,Ath Bilbao,1,1,D,1,0,H,True
4436,2006-07,12/11/2006,Barcelona,Zaragoza,3,1,H,1,1,D,True
4437,2006-07,12/11/2006,Betis,Levante,2,1,H,1,0,H,False
4438,2006-07,12/11/2006,Celta,Recreativo,1,2,A,0,0,D,False
4439,2006-07,12/11/2006,Getafe,Mallorca,1,0,H,0,0,D,False
4440,2006-07,12/11/2006,Gimnastic,La Coruna,0,0,D,0,0,D,False
4441,2006-07,12/11/2006,Osasuna,Real Madrid,1,4,A,0,3,A,False
4442,2006-07,12/11/2006,Santander,Sevilla,0,0,D,0,0,D,False
4443,2006-07,12/11/2006,Sociedad,Espanol,1,1,D,1,0,H,False
4444,2006-07,18/11/06,Real Madrid,Santander,3,1,H,1,0,H,True
4445,2006-07,18/11/06,Sevilla,Valencia,3,0,H,1,0,H,True
4446,2006-07,19/11/06,Espanol,Ath Bilbao,3,2,H,0,0,D,False
4447,2006-07,19/11/06,La Coruna,Celta,0,1,A,0,0,D,False
4448,2006-07,19/11/06,Levante,Ath Madrid,0,3,A,0,1,A,False
4449,2006-07,19/11/06,Mallorca,Barcelona,1,4,A,0,1,A,False
4450,2006-07,19/11/06,Recreativo,Osasuna,2,0,H,1,0,H,False
4451,2006-07,19/11/06,Sociedad,Betis,0,0,D,0,0,D,False
4452,2006-07,19/11/06,Villarreal,Getafe,1,0,H,0,0,D,False
4453,2006-07,19/11/06,Zaragoza,Gimnastic,3,0,H,0,0,D,False
4454,2006-07,25/11/06,Ath Madrid,Sociedad,1,1,D,0,1,A,True
4455,2006-07,25/11/06,Barcelona,Villarreal,4,0,H,1,0,H,True
4456,2006-07,26/11/06,Ath Bilbao,Sevilla,1,3,A,0,2,A,False
4457,2006-07,26/11/06,Betis,Espanol,1,1,D,1,0,H,False
4458,2006-07,26/11/06,Celta,Zaragoza,1,1,D,0,1,A,False
4459,2006-07,26/11/06,Getafe,Levante,0,0,D,0,0,D,False
4460,2006-07,26/11/06,Gimnastic,Mallorca,2,3,A,1,0,H,False
4461,2006-07,26/11/06,Osasuna,La Coruna,4,1,H,2,1,H,False
4462,2006-07,26/11/06,Santander,Recreativo,4,3,H,3,1,H,False
4463,2006-07,26/11/06,Valencia,Real Madrid,0,1,A,0,0,D,True
4464,2006-07,2/12/2006,Betis,Ath Madrid,0,1,A,0,1,A,False
4465,2006-07,2/12/2006,Levante,Barcelona,1,1,D,0,1,A,False
4466,2006-07,2/12/2006,Recreativo,Valencia,2,0,H,1,0,H,False
4467,2006-07,3/12/2006,Espanol,Sevilla,2,1,H,0,1,A,False
4468,2006-07,3/12/2006,La Coruna,Santander,0,0,D,0,0,D,False
4469,2006-07,3/12/2006,Mallorca,Celta,2,2,D,1,0,H,False
4470,2006-07,3/12/2006,Real Madrid,Ath Bilbao,2,1,H,0,1,A,True
4471,2006-07,3/12/2006,Sociedad,Getafe,0,0,D,0,0,D,False
4472,2006-07,3/12/2006,Villarreal,Gimnastic,2,0,H,2,0,H,False
4473,2006-07,3/12/2006,Zaragoza,Osasuna,1,2,A,1,0,H,False
4474,2006-07,9/12/2006,Barcelona,Sociedad,1,0,H,0,0,D,True
4475,2006-07,9/12/2006,Sevilla,Real Madrid,2,1,H,1,1,D,True
4476,2006-07,10/12/2006,Ath Bilbao,Recreativo,4,2,H,3,0,H,False
4477,2006-07,10/12/2006,Ath Madrid,Espanol,1,2,A,0,1,A,True
4478,2006-07,10/12/2006,Celta,Villarreal,1,1,D,1,0,H,False
4479,2006-07,10/12/2006,Getafe,Betis,1,1,D,0,0,D,False
4480,2006-07,10/12/2006,Gimnastic,Levante,2,1,H,1,1,D,False
4481,2006-07,10/12/2006,Osasuna,Mallorca,3,0,H,0,0,D,False
4482,2006-07,10/12/2006,Santander,Zaragoza,0,2,A,0,0,D,False
4483,2006-07,10/12/2006,Valencia,La Coruna,4,0,H,2,0,H,True
4484,2006-07,16/12/06,La Coruna,Ath Bilbao,0,2,A,0,1,A,False
4485,2006-07,16/12/06,Mallorca,Santander,1,2,A,1,0,H,False
4486,2006-07,16/12/06,Zaragoza,Valencia,0,1,A,0,1,A,False
4487,2006-07,17/12/06,Ath Madrid,Getafe,1,0,H,1,0,H,True
4488,2006-07,17/12/06,Espanol,Real Madrid,0,1,A,0,0,D,False
4489,2006-07,17/12/06,Levante,Celta,1,1,D,0,1,A,False
4490,2006-07,17/12/06,Recreativo,Sevilla,1,3,A,1,2,A,False
4491,2006-07,17/12/06,Sociedad,Gimnastic,3,2,H,0,1,A,False
4492,2006-07,17/12/06,Villarreal,Osasuna,1,4,A,0,2,A,False
4493,2006-07,19/12/06,Ath Bilbao,Zaragoza,0,0,D,0,0,D,False
4494,2006-07,19/12/06,Valencia,Mallorca,3,1,H,1,0,H,True
4495,2006-07,20/12/06,Celta,Sociedad,0,0,D,0,0,D,False
4496,2006-07,20/12/06,Getafe,Espanol,0,1,A,0,0,D,False
4497,2006-07,20/12/06,Gimnastic,Betis,0,1,A,0,0,D,False
4498,2006-07,20/12/06,Osasuna,Levante,2,1,H,0,0,D,False
4499,2006-07,20/12/06,Real Madrid,Recreativo,0,3,A,0,1,A,True
4500,2006-07,20/12/06,Santander,Villarreal,2,1,H,0,0,D,False
4501,2006-07,20/12/06,Sevilla,La Coruna,4,0,H,1,0,H,True
4502,2006-07,21/12/06,Barcelona,Ath Madrid,1,1,D,1,0,H,True
4503,2006-07,6/1/2007,Ath Madrid,Gimnastic,0,0,D,0,0,D,True
4504,2006-07,6/1/2007,Sociedad,Osasuna,2,1,H,1,0,H,False
4505,2006-07,6/1/2007,Zaragoza,Sevilla,2,1,H,1,0,H,False
4506,2006-07,7/1/2007,Betis,Celta,1,0,H,0,0,D,False
4507,2006-07,7/1/2007,Espanol,Recreativo,0,1,A,0,0,D,False
4508,2006-07,7/1/2007,Getafe,Barcelona,1,1,D,0,0,D,False
4509,2006-07,7/1/2007,La Coruna,Real Madrid,2,0,H,1,0,H,False
4510,2006-07,7/1/2007,Levante,Santander,2,0,H,0,0,D,False
4511,2006-07,7/1/2007,Mallorca,Ath Bilbao,1,3,A,0,1,A,False
4512,2006-07,7/1/2007,Villarreal,Valencia,0,1,A,0,0,D,False
4513,2006-07,13/01/07,Espanol,Barcelona,3,1,H,1,0,H,False
4514,2006-07,13/01/07,Valencia,Levante,3,0,H,0,0,D,True
4515,2006-07,14/01/07,Ath Bilbao,Villarreal,0,1,A,0,0,D,False
4516,2006-07,14/01/07,Celta,Ath Madrid,1,3,A,0,2,A,False
4517,2006-07,14/01/07,Gimnastic,Getafe,1,3,A,0,2,A,False
4518,2006-07,14/01/07,Osasuna,Betis,5,1,H,2,1,H,False
4519,2006-07,14/01/07,Real Madrid,Zaragoza,1,0,H,1,0,H,True
4520,2006-07,14/01/07,Recreativo,La Coruna,1,1,D,1,1,D,False
4521,2006-07,14/01/07,Santander,Sociedad,1,0,H,0,0,D,False
4522,2006-07,14/01/07,Sevilla,Mallorca,1,2,A,1,0,H,True
4523,2006-07,20/01/07,Ath Madrid,Osasuna,1,0,H,0,0,D,True
4524,2006-07,20/01/07,Villarreal,Sevilla,0,0,D,0,0,D,False
4525,2006-07,21/01/07,Barcelona,Gimnastic,3,0,H,1,0,H,True
4526,2006-07,21/01/07,Betis,Santander,1,1,D,0,0,D,False
4527,2006-07,21/01/07,Getafe,Celta,1,0,H,1,0,H,False
4528,2006-07,21/01/07,La Coruna,Espanol,0,0,D,0,0,D,False
4529,2006-07,21/01/07,Levante,Ath Bilbao,0,0,D,0,0,D,False
4530,2006-07,21/01/07,Mallorca,Real Madrid,0,1,A,0,0,D,False
4531,2006-07,21/01/07,Sociedad,Valencia,0,1,A,0,1,A,False
4532,2006-07,21/01/07,Zaragoza,Recreativo,0,0,D,0,0,D,False
4533,2006-07,24/01/07,Betis,Barcelona,1,1,D,1,0,H,False
4534,2006-07,27/01/07,Ath Madrid,Santander,1,1,D,0,0,D,True
4535,2006-07,27/01/07,Villarreal,Real Madrid,1,0,H,0,0,D,False
4536,2006-07,28/01/07,Barcelona,Celta,3,1,H,1,0,H,True
4537,2006-07,28/01/07,Betis,Valencia,2,1,H,1,1,D,False
4538,2006-07,28/01/07,Getafe,Osasuna,2,0,H,2,0,H,False
4539,2006-07,28/01/07,Gimnastic,Espanol,4,0,H,4,0,H,False
4540,2006-07,28/01/07,Levante,Sevilla,2,4,A,0,1,A,False
4541,2006-07,28/01/07,Mallorca,Recreativo,2,1,H,2,0,H,False
4542,2006-07,28/01/07,Sociedad,Ath Bilbao,0,2,A,0,1,A,False
4543,2006-07,28/01/07,Zaragoza,La Coruna,1,1,D,0,1,A,False
4544,2006-07,3/2/2007,Espanol,Zaragoza,1,2,A,0,0,D,False
4545,2006-07,3/2/2007,La Coruna,Mallorca,1,0,H,1,0,H,False
4546,2006-07,3/2/2007,Valencia,Ath Madrid,3,1,H,1,0,H,True
4547,2006-07,4/2/2007,Ath Bilbao,Betis,1,2,A,0,1,A,False
4548,2006-07,4/2/2007,Celta,Gimnastic,1,1,D,0,0,D,False
4549,2006-07,4/2/2007,Osasuna,Barcelona,0,0,D,0,0,D,False
4550,2006-07,4/2/2007,Real Madrid,Levante,0,1,A,0,1,A,True
4551,2006-07,4/2/2007,Recreativo,Villarreal,2,1,H,1,0,H,False
4552,2006-07,4/2/2007,Santander,Getafe,1,0,H,1,0,H,False
4553,2006-07,4/2/2007,Sevilla,Sociedad,0,0,D,0,0,D,True
4554,2006-07,10/2/2007,Betis,Sevilla,0,0,D,0,0,D,False
4555,2006-07,10/2/2007,Sociedad,Real Madrid,1,2,A,1,1,D,False
4556,2006-07,11/2/2007,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,True
4557,2006-07,11/2/2007,Barcelona,Santander,2,0,H,0,0,D,True
4558,2006-07,11/2/2007,Celta,Espanol,0,2,A,0,1,A,False
4559,2006-07,11/2/2007,Getafe,Valencia,3,0,H,0,0,D,False
4560,2006-07,11/2/2007,Gimnastic,Osasuna,2,3,A,1,1,D,False
4561,2006-07,11/2/2007,Levante,Recreativo,2,1,H,2,0,H,False
4562,2006-07,11/2/2007,Mallorca,Zaragoza,2,1,H,0,0,D,False
4563,2006-07,11/2/2007,Villarreal,La Coruna,0,2,A,0,1,A,False
4564,2006-07,17/02/07,Real Madrid,Betis,0,0,D,0,0,D,True
4565,2006-07,17/02/07,Zaragoza,Villarreal,1,0,H,1,0,H,False
4566,2006-07,18/02/07,Ath Bilbao,Getafe,2,0,H,1,0,H,False
4567,2006-07,18/02/07,Espanol,Mallorca,3,1,H,1,1,D,False
4568,2006-07,18/02/07,La Coruna,Levante,0,0,D,0,0,D,False
4569,2006-07,18/02/07,Osasuna,Celta,0,1,A,0,1,A,False
4570,2006-07,18/02/07,Recreativo,Sociedad,1,0,H,0,0,D,False
4571,2006-07,18/02/07,Santander,Gimnastic,4,1,H,0,0,D,False
4572,2006-07,18/02/07,Sevilla,Ath Madrid,3,1,H,2,0,H,True
4573,2006-07,18/02/07,Valencia,Barcelona,2,1,H,0,0,D,True
4574,2006-07,24/02/07,Ath Madrid,Real Madrid,1,1,D,1,0,H,True
4575,2006-07,24/02/07,Sociedad,La Coruna,0,1,A,0,1,A,False
4576,2006-07,25/02/07,Barcelona,Ath Bilbao,3,0,H,3,0,H,True
4577,2006-07,25/02/07,Betis,Recreativo,0,0,D,0,0,D,False
4578,2006-07,25/02/07,Celta,Santander,2,2,D,2,0,H,False
4579,2006-07,25/02/07,Getafe,Sevilla,0,0,D,0,0,D,False
4580,2006-07,25/02/07,Gimnastic,Valencia,1,1,D,0,0,D,False
4581,2006-07,25/02/07,Levante,Zaragoza,0,0,D,0,0,D,False
4582,2006-07,25/02/07,Osasuna,Espanol,0,2,A,0,1,A,False
4583,2006-07,25/02/07,Villarreal,Mallorca,2,1,H,1,1,D,False
4584,2006-07,3/3/2007,Sevilla,Barcelona,2,1,H,1,1,D,True
4585,2006-07,3/3/2007,Valencia,Celta,1,0,H,0,0,D,True
4586,2006-07,4/3/2007,Ath Bilbao,Gimnastic,0,2,A,0,1,A,False
4587,2006-07,4/3/2007,Espanol,Villarreal,1,1,D,1,0,H,False
4588,2006-07,4/3/2007,La Coruna,Betis,0,1,A,0,0,D,False
4589,2006-07,4/3/2007,Mallorca,Levante,3,1,H,0,0,D,False
4590,2006-07,4/3/2007,Real Madrid,Getafe,1,1,D,1,1,D,True
4591,2006-07,4/3/2007,Recreativo,Ath Madrid,1,0,H,1,0,H,False
4592,2006-07,4/3/2007,Santander,Osasuna,1,0,H,0,0,D,False
4593,2006-07,4/3/2007,Zaragoza,Sociedad,3,2,H,0,1,A,False
4594,2006-07,10/3/2007,Barcelona,Real Madrid,3,3,D,2,2,D,True
4595,2006-07,10/3/2007,Levante,Villarreal,0,2,A,0,1,A,False
4596,2006-07,11/3/2007,Ath Madrid,La Coruna,2,0,H,1,0,H,True
4597,2006-07,11/3/2007,Betis,Zaragoza,1,1,D,1,1,D,False
4598,2006-07,11/3/2007,Celta,Ath Bilbao,1,1,D,1,0,H,False
4599,2006-07,11/3/2007,Getafe,Recreativo,1,1,D,1,1,D,False
4600,2006-07,11/3/2007,Gimnastic,Sevilla,1,0,H,0,0,D,False
4601,2006-07,11/3/2007,Osasuna,Valencia,1,1,D,1,0,H,False
4602,2006-07,11/3/2007,Santander,Espanol,1,1,D,1,1,D,False
4603,2006-07,11/3/2007,Sociedad,Mallorca,3,1,H,2,1,H,False
4604,2006-07,17/03/07,Ath Bilbao,Osasuna,0,3,A,0,1,A,False
4605,2006-07,17/03/07,Mallorca,Betis,2,0,H,2,0,H,False
4606,2006-07,17/03/07,Recreativo,Barcelona,0,4,A,0,3,A,False
4607,2006-07,17/03/07,Valencia,Santander,0,2,A,0,1,A,True
4608,2006-07,18/03/07,Espanol,Levante,1,1,D,1,1,D,False
4609,2006-07,18/03/07,La Coruna,Getafe,1,0,H,0,0,D,False
4610,2006-07,18/03/07,Real Madrid,Gimnastic,2,0,H,0,0,D,True
4611,2006-07,18/03/07,Sevilla,Celta,2,0,H,0,0,D,True
4612,2006-07,18/03/07,Villarreal,Sociedad,1,1,D,0,1,A,False
4613,2006-07,18/03/07,Zaragoza,Ath Madrid,1,0,H,1,0,H,False
4614,2006-07,31/03/07,Barcelona,La Coruna,2,1,H,1,0,H,True
4615,2006-07,31/03/07,Betis,Villarreal,3,3,D,1,1,D,False
4616,2006-07,31/03/07,Sociedad,Levante,1,0,H,1,0,H,False
4617,2006-07,31/03/07,Valencia,Espanol,3,2,H,2,1,H,True
4618,2006-07,1/4/2007,Ath Madrid,Mallorca,1,1,D,1,0,H,True
4619,2006-07,1/4/2007,Celta,Real Madrid,1,2,A,1,1,D,False
4620,2006-07,1/4/2007,Getafe,Zaragoza,2,2,D,1,2,A,False
4621,2006-07,1/4/2007,Gimnastic,Recreativo,1,1,D,1,1,D,False
4622,2006-07,1/4/2007,Osasuna,Sevilla,0,0,D,0,0,D,False
4623,2006-07,1/4/2007,Santander,Ath Bilbao,5,4,H,0,1,A,False
4624,2006-07,7/4/2007,Ath Bilbao,Valencia,1,0,H,1,0,H,False
4625,2006-07,7/4/2007,Zaragoza,Barcelona,1,0,H,0,0,D,False
4626,2006-07,8/4/2007,Espanol,Sociedad,1,0,H,0,0,D,False
4627,2006-07,8/4/2007,La Coruna,Gimnastic,1,0,H,0,0,D,False
4628,2006-07,8/4/2007,Levante,Betis,1,1,D,1,0,H,False
4629,2006-07,8/4/2007,Mallorca,Getafe,2,0,H,0,0,D,False
4630,2006-07,8/4/2007,Real Madrid,Osasuna,2,0,H,1,0,H,True
4631,2006-07,8/4/2007,Recreativo,Celta,4,2,H,1,0,H,False
4632,2006-07,8/4/2007,Sevilla,Santander,0,0,D,0,0,D,True
4633,2006-07,8/4/2007,Villarreal,Ath Madrid,0,1,A,0,1,A,False
4634,2006-07,14/04/07,Betis,Sociedad,0,1,A,0,1,A,False
4635,2006-07,14/04/07,Santander,Real Madrid,2,1,H,0,1,A,False
4636,2006-07,15/04/07,Ath Bilbao,Espanol,2,1,H,0,1,A,False
4637,2006-07,15/04/07,Ath Madrid,Levante,1,0,H,0,0,D,True
4638,2006-07,15/04/07,Barcelona,Mallorca,1,0,H,0,0,D,True
4639,2006-07,15/04/07,Celta,La Coruna,1,0,H,0,0,D,False
4640,2006-07,15/04/07,Getafe,Villarreal,3,0,H,1,0,H,False
4641,2006-07,15/04/07,Gimnastic,Zaragoza,1,0,H,0,0,D,False
4642,2006-07,15/04/07,Osasuna,Recreativo,1,1,D,0,0,D,False
4643,2006-07,15/04/07,Valencia,Sevilla,2,0,H,1,0,H,True
4644,2006-07,21/04/07,Real Madrid,Valencia,2,1,H,1,0,H,True
4645,2006-07,21/04/07,Sociedad,Ath Madrid,2,0,H,1,0,H,False
4646,2006-07,22/04/07,Espanol,Betis,2,2,D,1,1,D,False
4647,2006-07,22/04/07,La Coruna,Osasuna,1,0,H,0,0,D,False
4648,2006-07,22/04/07,Levante,Getafe,1,1,D,1,0,H,False
4649,2006-07,22/04/07,Mallorca,Gimnastic,1,0,H,1,0,H,False
4650,2006-07,22/04/07,Recreativo,Santander,4,2,H,3,1,H,False
4651,2006-07,22/04/07,Sevilla,Ath Bilbao,4,1,H,0,0,D,True
4652,2006-07,22/04/07,Villarreal,Barcelona,2,0,H,0,0,D,False
4653,2006-07,22/04/07,Zaragoza,Celta,2,0,H,0,0,D,False
4654,2006-07,28/04/07,Ath Madrid,Betis,0,0,D,0,0,D,True
4655,2006-07,28/04/07,Valencia,Recreativo,2,0,H,0,0,D,True
4656,2006-07,29/04/07,Ath Bilbao,Real Madrid,1,4,A,0,2,A,False
4657,2006-07,29/04/07,Barcelona,Levante,1,0,H,1,0,H,True
4658,2006-07,29/04/07,Celta,Mallorca,0,3,A,0,2,A,False
4659,2006-07,29/04/07,Getafe,Sociedad,1,0,H,0,0,D,False
4660,2006-07,29/04/07,Gimnastic,Villarreal,0,3,A,0,1,A,False
4661,2006-07,29/04/07,Osasuna,Zaragoza,2,2,D,1,1,D,False
4662,2006-07,29/04/07,Santander,La Coruna,0,0,D,0,0,D,False
4663,2006-07,29/04/07,Sevilla,Espanol,3,1,H,0,0,D,True
4664,2006-07,5/5/2007,La Coruna,Valencia,1,2,A,0,1,A,False
4665,2006-07,5/5/2007,Sociedad,Barcelona,0,2,A,0,0,D,False
4666,2006-07,6/5/2007,Betis,Getafe,0,2,A,0,2,A,False
4667,2006-07,6/5/2007,Espanol,Ath Madrid,2,1,H,1,0,H,False
4668,2006-07,6/5/2007,Levante,Gimnastic,2,0,H,2,0,H,False
4669,2006-07,6/5/2007,Mallorca,Osasuna,3,1,H,1,0,H,False
4670,2006-07,6/5/2007,Real Madrid,Sevilla,3,2,H,0,1,A,True
4671,2006-07,6/5/2007,Recreativo,Ath Bilbao,0,0,D,0,0,D,False
4672,2006-07,6/5/2007,Villarreal,Celta,1,0,H,0,0,D,False
4673,2006-07,6/5/2007,Zaragoza,Santander,0,0,D,0,0,D,False
4674,2006-07,12/5/2007,Real Madrid,Espanol,4,3,H,1,3,A,True
4675,2006-07,12/5/2007,Sevilla,Recreativo,2,1,H,1,0,H,True
4676,2006-07,13/05/07,Ath Bilbao,La Coruna,1,1,D,0,0,D,False
4677,2006-07,13/05/07,Barcelona,Betis,1,1,D,1,0,H,True
4678,2006-07,13/05/07,Celta,Levante,1,2,A,0,1,A,False
4679,2006-07,13/05/07,Getafe,Ath Madrid,1,4,A,0,2,A,False
4680,2006-07,13/05/07,Gimnastic,Sociedad,1,3,A,1,2,A,False
4681,2006-07,13/05/07,Osasuna,Villarreal,1,4,A,1,1,D,False
4682,2006-07,13/05/07,Santander,Mallorca,0,2,A,0,0,D,False
4683,2006-07,13/05/07,Valencia,Zaragoza,2,0,H,2,0,H,True
4684,2006-07,19/05/07,Betis,Gimnastic,1,1,D,0,0,D,False
4685,2006-07,19/05/07,Mallorca,Valencia,0,1,A,0,0,D,False
4686,2006-07,19/05/07,Zaragoza,Ath Bilbao,4,3,H,4,1,H,False
4687,2006-07,20/05/07,Ath Madrid,Barcelona,0,6,A,0,3,A,True
4688,2006-07,20/05/07,Espanol,Getafe,1,5,A,1,2,A,False
4689,2006-07,20/05/07,La Coruna,Sevilla,1,2,A,0,0,D,False
4690,2006-07,20/05/07,Levante,Osasuna,1,4,A,1,3,A,False
4691,2006-07,20/05/07,Recreativo,Real Madrid,2,3,A,0,1,A,False
4692,2006-07,20/05/07,Sociedad,Celta,3,1,H,0,1,A,False
4693,2006-07,20/05/07,Villarreal,Santander,2,1,H,1,0,H,False
4694,2006-07,26/05/07,Barcelona,Getafe,1,0,H,1,0,H,True
4695,2006-07,26/05/07,Real Madrid,La Coruna,3,1,H,1,0,H,True
4696,2006-07,26/05/07,Valencia,Villarreal,2,3,A,1,1,D,True
4697,2006-07,27/05/07,Ath Bilbao,Mallorca,1,0,H,0,0,D,False
4698,2006-07,27/05/07,Celta,Betis,2,1,H,1,1,D,False
4699,2006-07,27/05/07,Gimnastic,Ath Madrid,0,2,A,0,1,A,False
4700,2006-07,27/05/07,Osasuna,Sociedad,2,0,H,2,0,H,False
4701,2006-07,27/05/07,Recreativo,Espanol,0,1,A,0,0,D,False
4702,2006-07,27/05/07,Santander,Levante,2,3,A,1,2,A,False
4703,2006-07,27/05/07,Sevilla,Zaragoza,3,1,H,1,0,H,True
4704,2006-07,9/6/2007,Ath Madrid,Celta,2,3,A,1,1,D,True
4705,2006-07,9/6/2007,Barcelona,Espanol,2,2,D,1,1,D,True
4706,2006-07,9/6/2007,Betis,Osasuna,0,5,A,0,1,A,False
4707,2006-07,9/6/2007,Levante,Valencia,4,2,H,2,1,H,False
4708,2006-07,9/6/2007,Mallorca,Sevilla,0,0,D,0,0,D,False
4709,2006-07,9/6/2007,Sociedad,Santander,0,0,D,0,0,D,False
4710,2006-07,9/6/2007,Villarreal,Ath Bilbao,3,1,H,2,1,H,False
4711,2006-07,9/6/2007,Zaragoza,Real Madrid,2,2,D,1,0,H,False
4712,2006-07,10/6/2007,Getafe,Gimnastic,0,1,A,0,0,D,False
4713,2006-07,10/6/2007,La Coruna,Recreativo,2,5,A,0,2,A,False
4714,2006-07,17/06/07,Ath Bilbao,Levante,2,0,H,0,0,D,False
4715,2006-07,17/06/07,Celta,Getafe,2,1,H,1,1,D,False
4716,2006-07,17/06/07,Espanol,La Coruna,1,3,A,0,0,D,False
4717,2006-07,17/06/07,Gimnastic,Barcelona,1,5,A,0,3,A,False
4718,2006-07,17/06/07,Osasuna,Ath Madrid,1,2,A,0,1,A,False
4719,2006-07,17/06/07,Real Madrid,Mallorca,3,1,H,0,1,A,True
4720,2006-07,17/06/07,Recreativo,Zaragoza,1,1,D,1,0,H,False
4721,2006-07,17/06/07,Santander,Betis,0,2,A,0,0,D,False
4722,2006-07,17/06/07,Sevilla,Villarreal,0,1,A,0,0,D,True
4723,2006-07,17/06/07,Valencia,Sociedad,3,3,D,2,2,D,True
4724,2007-08,25/08/07,Real Madrid,Ath Madrid,2,1,H,1,1,D,True
4725,2007-08,25/08/07,Sevilla,Getafe,4,1,H,0,1,A,True
4726,2007-08,26/08/07,Ath Bilbao,Osasuna,0,0,D,0,0,D,False
4727,2007-08,26/08/07,Espanol,Valladolid,0,1,A,0,0,D,False
4728,2007-08,26/08/07,La Coruna,Almeria,0,3,A,0,2,A,False
4729,2007-08,26/08/07,Mallorca,Levante,3,0,H,1,0,H,False
4730,2007-08,26/08/07,Murcia,Zaragoza,2,1,H,1,1,D,False
4731,2007-08,26/08/07,Recreativo,Betis,1,1,D,1,1,D,False
4732,2007-08,26/08/07,Santander,Barcelona,0,0,D,0,0,D,False
4733,2007-08,26/08/07,Valencia,Villarreal,0,3,A,0,1,A,True
4734,2007-08,1/9/2007,Levante,Murcia,0,0,D,0,0,D,False
4735,2007-08,1/9/2007,Zaragoza,Santander,1,1,D,0,0,D,False
4736,2007-08,2/9/2007,Almeria,Valencia,1,2,A,0,0,D,False
4737,2007-08,2/9/2007,Ath Madrid,Mallorca,1,1,D,0,1,A,True
4738,2007-08,2/9/2007,Barcelona,Ath Bilbao,3,1,H,2,0,H,True
4739,2007-08,2/9/2007,Betis,Espanol,2,2,D,0,2,A,False
4740,2007-08,2/9/2007,Getafe,Recreativo,1,1,D,0,0,D,False
4741,2007-08,2/9/2007,Valladolid,La Coruna,2,2,D,1,0,H,False
4742,2007-08,2/9/2007,Villarreal,Real Madrid,0,5,A,0,1,A,False
4743,2007-08,15/09/07,Ath Bilbao,Zaragoza,1,1,D,1,1,D,False
4744,2007-08,15/09/07,Real Madrid,Almeria,3,1,H,1,0,H,True
4745,2007-08,15/09/07,Valencia,Valladolid,2,1,H,1,1,D,True
4746,2007-08,16/09/07,Espanol,Getafe,1,0,H,0,0,D,False
4747,2007-08,16/09/07,La Coruna,Betis,1,0,H,1,0,H,False
4748,2007-08,16/09/07,Mallorca,Villarreal,0,1,A,0,0,D,False
4749,2007-08,16/09/07,Murcia,Ath Madrid,1,1,D,0,1,A,False
4750,2007-08,16/09/07,Osasuna,Barcelona,0,0,D,0,0,D,False
4751,2007-08,16/09/07,Santander,Levante,1,0,H,1,0,H,False
